Store,3500,Houston,US,3,"{latitude: 29.80649, longitude: -95.16509}",Houston Supercenter,(713) 450-2222,"['011919949236', '011919949243', '720972430116', '828063510744', '828063510775', '828063510713', '62OHVNWj0826', '885909971459', '885909971435', '885909971442', '024300031908', '038000482809', '042400907787', '038000395000', '024300031854', '042400022992', '016000275683', '038000391361', '016000275270', '016000275638', '888823042151', '029198099252', '029198099214', '029198285990', '030684934841', '737628025602', '738168040766', '722868622438', '030684913952', '63OHVNWj0785', '789050538908', '808594619703', '789050538830', '808594619697', '55OHVNWi0788', '078715183417', '59NLEBkB3795', '078715183400', '63NLEBkB3883', '855274125504', '885909540907', '817707013864', '885909457618', '885909457595', '885909550739', '800953180947', '030684838200', '888823042144', '722868501740', '10006367534', '040326848313', '040326848108', '723652122158', '766369131129', '62OHVABj0222', '723652121977', '766369133192', '766369059669', '766369180745', '766369059652', '030684850431', '722868229729', '885909194322', '652730060917', '10001146942', '019649211814', '757242100790', '10001077992', '887111103574', '883974683383', '022265193273', '825633321335', '884840625810', '10006367180', '10006379206', '417761101001', '611679345493', '753759097547', '042194533889', '753759083991', '753759096021', '753759974176', '753759975791', '753759096915', '636926032193', '702451247606', '848054031898', '848054031959', '758116588911', '848054031843', '790069298561', '030684937514', '030684810725', '044300121713', '616960069973', '616960069942', '616960035930', '616960069935', '885909633999', '616960049029', '616960069966', '616960035145', '62OHVNWj0831', '62OHVNWj2388', '051071469302', '672787297302', '760609304229', '029311675707', '051071822183', '760609304274', '051071822169', '672787297289', '084084708168', '672787297449']",90,TX,5655 E Sam Houston Pkwy N,True,CST,77015
Store,7310,Katy,US,3,"{latitude: 29.74454, longitude: -95.79199}",Katy Neighborhood Market,(281) 769-4208,"['011919949236', '011919949243', '720972430116', '828063510744', '828063510775', '828063510713', '62OHVNWj0826', '885909971459', '885909971435', '885909971442', '024300031908', '038000482809', '042400907787', '038000395000', '024300031854', '042400022992', '016000275683', '038000391361', '016000275270', '016000275638', '888823042151', '029198099252', '029198099214', '029198285990', '030684934841', '737628025602', '738168040766', '722868622438', '030684913952', '63OHVNWj0785', '789050538908', '808594619703', '789050538830', '808594619697', '55OHVNWi0788', '078715183417', '59NLEBkB3795', '078715183400', '63NLEBkB3883', '855274125504', '885909540907', '817707013864', '885909457618', '885909457595', '885909550739', '800953180947', '030684838200', '888823042144', '722868501740', '10006367534', '040326848313', '040326848108', '723652122158', '766369131129', '62OHVABj0222', '723652121977', '766369133192', '766369059669', '766369180745', '766369059652', '030684850431', '722868229729', '885909194322', '652730060917', '10001146942', '019649211814', '757242100790', '10001077992', '887111103574', '883974683383', '022265193273', '825633321335', '884840625810', '10006367180', '10006379206', '417761101001', '611679345493', '753759097547', '042194533889', '753759083991', '753759096021', '753759974176', '753759975791', '753759096915', '636926032193', '702451247606', '848054031898', '848054031959', '758116588911', '848054031843', '790069298561', '030684937514', '030684810725', '044300121713', '616960069973', '616960069942', '616960035930', '616960069935', '885909633999', '616960049029', '616960069966', '616960035145', '62OHVNWj0831', '62OHVNWj2388', '051071469302', '672787297302', '760609304229', '029311675707', '051071822183', '760609304274', '051071822169', '672787297289', '084084708168', '672787297449']",90,TX,24919 Westheimer,True,CST,77494
Store,4468,Katy,US,3,"{latitude: 29.75942, longitude: -95.73268}",Katy Neighborhood Market,(832) 772-9978,"['011919949236', '011919949243', '720972430116', '828063510744', '828063510775', '828063510713', '62OHVNWj0826', '885909971459', '885909971435', '885909971442', '024300031908', '038000482809', '042400907787', '038000395000', '024300031854', '042400022992', '016000275683', '038000391361', '016000275270', '016000275638', '888823042151', '029198099252', '029198099214', '029198285990', '030684934841', '737628025602', '738168040766', '722868622438', '030684913952', '63OHVNWj0785', '789050538908', '808594619703', '789050538830', '808594619697', '55OHVNWi0788', '078715183417', '59NLEBkB3795', '078715183400', '63NLEBkB3883', '855274125504', '885909540907', '817707013864', '885909457618', '885909457595', '885909550739', '800953180947', '030684838200', '888823042144', '722868501740', '10006367534', '040326848313', '040326848108', '723652122158', '766369131129', '723652121977', '766369133192', '766369059669', '766369180745', '766369059652', '030684850431', '722868229729', '885909194322', '652730060917', '10001146942', '019649211814', '757242100790', '10001077992', '887111103574', '883974683383', '022265193273', '825633321335', '884840625810', '10006367180', '10006379206', '417761101001', '611679345493', '753759097547', '042194533889', '753759083991', '753759096021', '753759974176', '753759975791', '753759096915', '636926032193', '702451247606', '848054031898', '848054031959', '758116588911', '848054031843', '790069298561', '030684937514', '030684810725', '044300121713', '616960069973', '616960069942', '616960035930', '616960069935', '885909633999', '616960049029', '616960069966', '616960035145', '051071469302', '672787297302', '760609304229', '029311675707', '051071822183', '760609304274', '051071822169', '672787297289', '084084708168', '672787297449']",85,TX,20903 Highland Knolls Drive,True,CST,77450
Store,3425,Houston,US,3,"{latitude: 29.63083, longitude: -95.23682}",Houston Supercenter,(832) 386-0103,"['011919949236', '011919949243', '720972430116', '828063510744', '828063510775', '828063510713', '62OHVNWj0826', '885909971459', '885909971435', '885909971442', '024300031908', '038000482809', '042400907787', '038000395000', '024300031854', '042400022992', '016000275683', '038000391361', '016000275270', '016000275638', '888823042151', '029198099252', '029198099214', '029198285990', '030684934841', '737628025602', '738168040766', '722868622438', '030684913952', '63OHVNWj0785', '789050538908', '808594619703', '789050538830', '808594619697', '55OHVNWi0788', '078715183417', '59NLEBkB3795', '078715183400', '63NLEBkB3883', '855274125504', '885909540907', '817707013864', '885909457618', '885909457595', '885909550739', '800953180947', '030684838200', '888823042144', '722868501740', '10006367534', '040326848313', '040326848108', '723652122158', '766369131129', '723652121977', '766369133192', '766369059669', '766369180745', '766369059652', '030684850431', '722868229729', '885909194322', '652730060917', '10001146942', '019649211814', '757242100790', '10001077992', '887111103574', '883974683383', '022265193273', '825633321335', '884840625810', '10006367180', '10006379206', '417761101001', '611679345493', '753759097547', '042194533889', '753759083991', '753759096021', '753759974176', '753759975791', '753759096915', '636926032193', '702451247606', '848054031898', '848054031959', '758116588911', '848054031843', '790069298561', '030684937514', '030684810725', '044300121713', '616960069973', '616960069942', '616960035930', '616960069935', '885909633999', '616960049029', '616960069966', '616960035145', '051071469302', '672787297302', '760609304229', '029311675707', '051071822183', '760609304274', '051071822169', '672787297289', '084084708168', '672787297449']",85,TX,9598 Rowlett Rd,True,CST,77075
Store,504,Galveston,US,3,"{latitude: 29.26481, longitude: -94.83273}",Galveston Supercenter,(409) 744-8677,"['011919949236', '011919949243', '720972430116', '828063510744', '828063510775', '828063510713', '62OHVNWj0826', '885909971459', '885909971435', '885909971442', '024300031908', '038000482809', '042400907787', '038000395000', '024300031854', '042400022992', '016000275683', '038000391361', '016000275270', '016000275638', '888823042151', '029198099252', '029198099214', '029198285990', '030684934841', '737628025602', '738168040766', '722868622438', '030684913952', '63OHVNWj0785', '789050538908', '808594619703', '789050538830', '808594619697', '55OHVNWi0788', '078715183417', '59NLEBkB3795', '078715183400', '63NLEBkB3883', '855274125504', '885909540907', '817707013864', '885909457618', '885909457595', '885909550739', '800953180947', '030684838200', '888823042144', '722868501740', '10006367534', '040326848313', '040326848108', '723652122158', '766369131129', '62OHVABj0222', '723652121977', '766369133192', '766369059669', '766369180745', '766369059652', '030684850431', '722868229729', '885909194322', '652730060917', '10001146942', '019649211814', '757242100790', '10001077992', '887111103574', '883974683383', '022265193273', '825633321335', '884840625810', '10006367180', '10006379206', '417761101001', '611679345493', '753759097547', '042194533889', '753759083991', '753759096021', '753759974176', '753759975791', '753759096915', '636926032193', '702451247606', '848054031898', '848054031959', '758116588911', '848054031843', '790069298561', '030684937514', '030684810725', '044300121713', '616960069973', '616960069942', '616960035930', '616960069935', '885909633999', '616960049029', '616960069966', '616960035145', '62OHVNWj0831', '62OHVNWj2388', '051071469302', '672787297302', '760609304229', '029311675707', '051071822183', '760609304274', '051071822169', '672787297289', '084084708168', '672787297449']",90,TX,6702 Seawall Blvd,True,CST,77551
Store,2724,Pasadena,US,3,"{latitude: 29.69271, longitude: -95.2103}",Pasadena Supercenter,(713) 534-6660,"['011919949236', '011919949243', '720972430116', '828063510744', '828063510775', '828063510713', '62OHVNWj0826', '885909971459', '885909971435', '885909971442', '024300031908', '038000482809', '042400907787', '038000395000', '024300031854', '042400022992', '016000275683', '038000391361', '016000275270', '016000275638', '888823042151', '029198099252', '029198099214', '029198285990', '030684934841', '737628025602', '738168040766', '722868622438', '030684913952', '63OHVNWj0785', '789050538908', '808594619703', '789050538830', '808594619697', '55OHVNWi0788', '078715183417', '59NLEBkB3795', '078715183400', '63NLEBkB3883', '855274125504', '885909540907', '817707013864', '885909457618', '885909457595', '885909550739', '800953180947', '030684838200', '888823042144', '722868501740', '10006367534', '040326848313', '040326848108', '723652122158', '766369131129', '62OHVABj0222', '723652121977', '766369133192', '766369059669', '766369180745', '766369059652', '030684850431', '722868229729', '885909194322', '652730060917', '10001146942', '019649211814', '757242100790', '10001077992', '887111103574', '883974683383', '022265193273', '825633321335', '884840625810', '10006367180', '10006379206', '417761101001', '611679345493', '753759097547', '042194533889', '753759083991', '753759096021', '753759974176', '753759975791', '753759096915', '636926032193', '702451247606', '848054031898', '848054031959', '758116588911', '848054031843', '790069298561', '030684937514', '030684810725', '044300121713', '616960069973', '616960069942', '616960035930', '616960069935', '885909633999', '616960049029', '616960069966', '616960035145', '62OHVNWj0831', '62OHVNWj2388', '051071469302', '672787297302', '760609304229', '029311675707', '051071822183', '760609304274', '051071822169', '672787297289', '084084708168', '672787297449']",90,TX,1107 Shaver St,True,CST,77506
Store,772,Houston,US,3,"{latitude: 29.72051, longitude: -95.64488}",Houston Supercenter,(281) 561-0866,"['011919949236', '011919949243', '720972430116', '828063510744', '828063510775', '828063510713', '62OHVNWj0826', '885909971459', '885909971435', '885909971442', '024300031908', '038000482809', '042400907787', '038000395000', '024300031854', '042400022992', '016000275683', '038000391361', '016000275270', '016000275638', '888823042151', '029198099252', '029198099214', '029198285990', '030684934841', '737628025602', '738168040766', '722868622438', '030684913952', '63OHVNWj0785', '789050538908', '808594619703', '789050538830', '808594619697', '55OHVNWi0788', '078715183417', '59NLEBkB3795', '078715183400', '63NLEBkB3883', '855274125504', '885909540907', '817707013864', '885909457618', '885909457595', '885909550739', '800953180947', '030684838200', '888823042144', '722868501740', '10006367534', '040326848313', '040326848108', '723652122158', '766369131129', '723652121977', '766369133192', '766369059669', '766369180745', '766369059652', '030684850431', '722868229729', '885909194322', '652730060917', '10001146942', '019649211814', '757242100790', '10001077992', '887111103574', '883974683383', '022265193273', '825633321335', '884840625810', '10006367180', '10006379206', '417761101001', '611679345493', '753759097547', '042194533889', '753759083991', '753759096021', '753759974176', '753759975791', '753759096915', '636926032193', '702451247606', '848054031898', '848054031959', '758116588911', '848054031843', '790069298561', '030684937514', '030684810725', '044300121713', '616960069973', '616960069942', '616960035930', '616960069935', '885909633999', '616960049029', '616960069966', '616960035145', '051071469302', '672787297302', '760609304229', '029311675707', '051071822183', '760609304274', '051071822169', '672787297289', '084084708168', '672787297449']",85,TX,3506 Highway 6 S,True,CST,77082
Store,5388,League City,US,3,"{latitude: 29.46778, longitude: -95.08809}",League City Supercenter,(281) 337-9700,"['011919949236', '011919949243', '720972430116', '828063510744', '828063510775', '828063510713', '62OHVNWj0826', '885909971459', '885909971435', '885909971442', '024300031908', '038000482809', '042400907787', '038000395000', '024300031854', '042400022992', '016000275683', '038000391361', '016000275270', '016000275638', '888823042151', '029198099252', '029198099214', '029198285990', '030684934841', '737628025602', '738168040766', '722868622438', '030684913952', '63OHVNWj0785', '789050538908', '808594619703', '789050538830', '808594619697', '55OHVNWi0788', '078715183417', '59NLEBkB3795', '078715183400', '63NLEBkB3883', '855274125504', '885909540907', '817707013864', '885909457618', '885909457595', '885909550739', '800953180947', '030684838200', '888823042144', '722868501740', '10006367534', '040326848313', '040326848108', '723652122158', '766369131129', '723652121977', '766369133192', '766369059669', '766369180745', '766369059652', '030684850431', '722868229729', '885909194322', '652730060917', '10001146942', '019649211814', '757242100790', '10001077992', '887111103574', '883974683383', '022265193273', '825633321335', '884840625810', '10006367180', '10006379206', '417761101001', '611679345493', '753759097547', '042194533889', '753759083991', '753759096021', '753759974176', '753759975791', '753759096915', '636926032193', '702451247606', '848054031898', '848054031959', '758116588911', '848054031843', '790069298561', '030684937514', '030684810725', '044300121713', '616960069973', '616960069942', '616960035930', '616960069935', '885909633999', '616960049029', '616960069966', '616960035145', '051071469302', '672787297302', '760609304229', '029311675707', '051071822183', '760609304274', '051071822169', '672787297289', '084084708168', '672787297449']",85,TX,1701 W Fm 646 Rd,True,CST,77573
Store,1137,Houston,US,3,"{latitude: 29.76803, longitude: -95.1771}",Houston Supercenter,(713) 453-5018,"['011919949236', '011919949243', '720972430116', '828063510744', '828063510775', '828063510713', '62OHVNWj0826', '885909971459', '885909971435', '885909971442', '024300031908', '038000482809', '042400907787', '038000395000', '024300031854', '042400022992', '016000275683', '038000391361', '016000275270', '016000275638', '888823042151', '029198099252', '029198099214', '029198285990', '030684934841', '737628025602', '738168040766', '722868622438', '030684913952', '63OHVNWj0785', '789050538908', '808594619703', '789050538830', '808594619697', '55OHVNWi0788', '078715183417', '59NLEBkB3795', '078715183400', '63NLEBkB3883', '855274125504', '885909540907', '817707013864', '885909457618', '885909457595', '885909550739', '800953180947', '030684838200', '888823042144', '722868501740', '10006367534', '040326848313', '040326848108', '723652122158', '766369131129', '723652121977', '766369133192', '766369059669', '766369180745', '766369059652', '030684850431', '722868229729', '885909194322', '652730060917', '10001146942', '019649211814', '757242100790', '10001077992', '887111103574', '883974683383', '022265193273', '825633321335', '884840625810', '10006367180', '10006379206', '417761101001', '611679345493', '753759097547', '042194533889', '753759083991', '753759096021', '753759974176', '753759975791', '753759096915', '636926032193', '702451247606', '848054031898', '848054031959', '758116588911', '848054031843', '790069298561', '030684937514', '030684810725', '044300121713', '616960069973', '616960069942', '616960035930', '616960069935', '885909633999', '616960049029', '616960069966', '616960035145', '051071469302', '672787297302', '760609304229', '029311675707', '051071822183', '760609304274', '051071822169', '672787297289', '084084708168', '672787297449']",85,TX,13750 East Fwy,True,CST,77015
Store,5449,Missouri City,US,3,"{latitude: 29.53604, longitude: -95.51659}",Missouri City Supercenter,(281) 835-0001,"['011919949236', '011919949243', '720972430116', '828063510744', '828063510775', '828063510713', '62OHVNWj0826', '885909971459', '885909971435', '885909971442', '024300031908', '038000482809', '042400907787', '038000395000', '024300031854', '042400022992', '016000275683', '038000391361', '016000275270', '016000275638', '888823042151', '029198099252', '029198099214', '029198285990', '030684934841', '737628025602', '738168040766', '722868622438', '030684913952', '63OHVNWj0785', '789050538908', '808594619703', '789050538830', '808594619697', '55OHVNWi0788', '078715183417', '59NLEBkB3795', '078715183400', '63NLEBkB3883', '855274125504', '885909540907', '817707013864', '885909457618', '885909457595', '885909550739', '800953180947', '030684838200', '888823042144', '722868501740', '10006367534', '040326848313', '040326848108', '723652122158', '766369131129', '62OHVABj0222', '723652121977', '766369133192', '766369059669', '766369180745', '766369059652', '030684850431', '722868229729', '885909194322', '652730060917', '10001146942', '019649211814', '757242100790', '10001077992', '887111103574', '883974683383', '022265193273', '825633321335', '884840625810', '10006367180', '10006379206', '417761101001', '611679345493', '753759097547', '042194533889', '753759083991', '753759096021', '753759974176', '753759975791', '753759096915', '636926032193', '702451247606', '848054031898', '848054031959', '758116588911', '848054031843', '790069298561', '030684937514', '030684810725', '044300121713', '616960069973', '616960069942', '616960035930', '616960069935', '885909633999', '616960049029', '616960069966', '616960035145', '62OHVNWj0831', '62OHVNWj2388', '051071469302', '672787297302', '760609304229', '029311675707', '051071822183', '760609304274', '051071822169', '672787297289', '084084708168', '672787297449']",90,TX,9929 Hwy 6,True,CST,77459
